ticker,name,sicsector,sicindustry,famaindustry,sector,industry,location
HCCI,Heritage-Crystal Clean Inc,Transportation Communications Electric Gas And Sanitary Service,Sanitary Services,Almost Nothing,Industrials,Pollution & Treatment Controls,Illinois U.S.A
HCD,Highland Distressed Opportunities Inc,Finance Insurance And Real Estate,Investors Nec,Trading,Financial Services,Asset Management,Texas U.S.A
HCDC,Healthcare Com Corp,Services,Services-Computer Integrated Systems Design,Computers,Technology,Software - Application,Georgia U.S.A
HCEN,Healthcentral Com,Retail Trade,Retail-Drug Stores And Proprietary Stores,Retail,Consumer Defensive,Pharmaceutical Retailers,California U.S.A
HCF,Healthcare Financial Partners Inc,Finance Insurance And Real Estate,Investors Nec,Trading,Financial Services,Asset Management,Maryland U.S.A
HCFL,Home City Financial Corp,,,,,None,
HCFT,Hunt Companies Finance Trust Inc,Finance Insurance And Real Estate,Real Estate Investment Trusts,Trading,Real Estate,REIT - Residential,New York U.S.A
HCGS,HighCom Global Security Inc,Manufacturing,Miscellaneous Chemical Products,Chemicals,Basic Materials,Specialty Chemicals,Florida U.S.A
HCHC,Hc2 Holdings Inc,Manufacturing,Fabricated Structural Metal Products,Construction Materials,Communication Services,Telecom Services,New York U.S.A
HCI,HCI Group Inc,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,Insurance,Financial Services,Insurance - Property & Casualty,Florida U.S.A
HCIA,Hcia Inc,Services,Services-Computer Programming Data Processing Etc.,Business Services,Technology,Internet Content & Information,Maryland U.S.A
HCKT,Hackett Group Inc,Services,Services-Management Consulting Services,Business Services,Industrials,Business Services,Florida U.S.A
HCLP,Hi-Crush Partners LP,Mining,Mining & Quarrying Of Nonmetallic Minerals (No Fuels),Non-Metallic and Industrial Metal Mining,Basic Materials,Industrial Metals & Minerals,Texas U.S.A
HCM,Hutchison China MediTech Ltd,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Drug Manufacturers - Major,Hong Kong
HCOA,Huntco Inc,Manufacturing,Steel Works Blast Furnaces & Rolling Mills (Coke Ovens),Steel Works Etc,Basic Materials,Steel,Missouri U.S.A
HCOM,Hawaiian Telcom Holdco Inc,Transportation Communications Electric Gas And Sanitary Service,Communications Services Nec,Communication,Communication Services,Telecom Services,Hawaii U.S.A
HCOR1,Healthcor Holdings Inc,Services,Services-Misc Health & Allied Services Nec,Healthcare,Healthcare,Medical Care,Texas U.S.A
HCOW,Horizon Organic Holding Corp,Manufacturing,Dairy Products,Food Products,Consumer Defensive,Packaged Foods,Colorado U.S.A
HCP,Hcp Inc,Finance Insurance And Real Estate,Real Estate Investment Trusts,Trading,Real Estate,REIT - Healthcare Facilities,California U.S.A
HCR,Manor Care Inc,Services,Services-Skilled Nursing Care Facilities,Healthcare,Healthcare,Long-Term Care Facilities,Ohio U.S.A
HCRC,Hallwood Consolidated Resources Corp,Mining,Crude Petroleum & Natural Gas,Petroleum and Natural Gas,Energy,Oil & Gas E&P,Colorado U.S.A
HCSG,Healthcare Services Group Inc,Services,Services-Nursing & Personal Care Facilities,Healthcare,Industrials,Business Services,Pennsylvania U.S.A
HCT,American Realty Capital Healthcare Trust Inc,Finance Insurance And Real Estate,Real Estate Investment Trusts,Trading,Real Estate,REIT - Diversified,New York U.S.A
HCT1,Hector Communications Corp,Transportation Communications Electric Gas And Sanitary Service,Telephone Communications (No Radiotelephone),Communication,Communication Services,Telecom Services,Minnesota U.S.A
HD,Home Depot Inc,Retail Trade,Retail-Lumber & Other Building Materials Dealers,Retail,Consumer Cyclical,Home Improvement Stores,Georgia U.S.A
HDB,Hdfc Bank Ltd,Finance Insurance And Real Estate,Commercial Banks Nec,Banking,Financial Services,Banks - Regional - Asia,India
HDC,Hadco Corp,Manufacturing,Printed Circuit Boards,Electronic Equipment,Technology,Contract Manufacturers,New Hampshire U.S.A
HDIX,Home Diagnostics Inc,Manufacturing,Surgical & Medical Instruments & Apparatus,Medical Equipment,Healthcare,Medical Devices,Florida U.S.A
HDLM,Handleman Co,Wholesale Trade,Wholesale-Durable Goods Nec,Wholesale,,None,Michigan U.S.A
HDNG,Hardinge Inc,Manufacturing,Machine Tools Metal Cutting Types,Machinery,Industrials,Tools & Accessories,New York U.S.A
HDP,Hortonworks Inc,Services,Services-Prepackaged Software,Business Services,Technology,Software - Infrastructure,California U.S.A
HDR,Hpsc Inc,Finance Insurance And Real Estate,Finance Lessors,Banking,Financial Services,Specialty Finance,Massachusetts U.S.A
HDS,HD Supply Holdings Inc,Wholesale Trade,Wholesale-Durable Goods,Wholesale,Industrials,Industrial Distribution,Georgia U.S.A
HDS1,Alpha Security Group CORP,Finance Insurance And Real Estate,Blank Checks,Trading,Industrials,Conglomerates,New York U.S.A
HDS2,Hills Stores Co,Retail Trade,Retail-Variety Stores,Retail,Consumer Defensive,Discount Stores,Massachusetts U.S.A
HDSN,Hudson Technologies Inc,Wholesale Trade,Wholesale-Machinery Equipment & Supplies,Wholesale,Industrials,Diversified Industrials,New York U.S.A
HDYN,Hyperdynamics Corp,Mining,Crude Petroleum & Natural Gas,Petroleum and Natural Gas,Energy,Oil & Gas E&P,Texas U.S.A
HE,Hawaiian Electric Industries Inc,Transportation Communications Electric Gas And Sanitary Service,Electric Services,Utilities,Utilities,Utilities - Regulated Electric,Hawaii U.S.A
HEAL1,Healthwatch Inc,Services,Services-Business Services Nec,Business Services,Industrials,Business Services,Georgia U.S.A
HEAR,Turtle Beach Corp,Manufacturing,Communications Equipment Nec,Electronic Equipment,Technology,Communication Equipment,New York U.S.A
HEARQ,Hearusa Inc,Retail Trade,Retail-Retail Stores Nec,Retail,Consumer Cyclical,Specialty Retail,Florida U.S.A
HEARZ,Hearme,Services,Services-Advertising,Business Services,Consumer Cyclical,Marketing Services,California U.S.A
HEAT,Smartheat Inc,Manufacturing,Heating Equipment Except Electric & Warm Air Furnaces,Construction Materials,Technology,Electronic Components,China
HEAT1,Petroleum Heat & Power Co Inc,Retail Trade,Retail-Miscellaneous Retail,Retail,Consumer Cyclical,Specialty Retail,Connecticut U.S.A
HEB,Hemispherx Biopharma Inc,Manufacturing,Biological Products (No Disgnostic Substances),Pharmaceutical Products,Healthcare,Biotechnology,Pennsylvania U.S.A
HEBT,Hebron Technology Co Ltd,Manufacturing,Miscellaneous Fabricated Metal Products,Construction Materials,Industrials,Diversified Industrials,China
HECO1,Hallwood Energy Corp,Mining,Crude Petroleum & Natural Gas,Petroleum and Natural Gas,Energy,Oil & Gas E&P,Colorado U.S.A
HEES,H&E Equipment Services Inc,Services,Services-Miscellaneous Equipment Rental & Leasing,Business Services,Industrials,Rental & Leasing Services,Louisiana U.S.A
HEI,Heico Corp,Manufacturing,Aircraft Engines & Engine Parts,Aircraft,Industrials,Aerospace & Defense,Florida U.S.A
HEIIQ,Hei Inc,Manufacturing,Semiconductors & Related Devices,Electronic Equipment,Technology,Semiconductors,Minnesota U.S.A
HELE,Helen Of Troy Ltd,Manufacturing,Electric Housewares & Fans,Consumer Goods,Consumer Defensive,Household & Personal Products,Bermuda
HELIQ,CHC Group Ltd,Transportation Communications Electric Gas And Sanitary Service,Air Transportation Nonscheduled,Transportation,Industrials,Airports & Air Services,British Columbia Canada
HELO,Hello Direct Inc,Retail Trade,Retail-Catalog & Mail-Order Houses,Retail,Consumer Cyclical,Specialty Retail,California U.S.A
HELX,Helix Technology Corp,Manufacturing,Special Industry Machinery Nec,Machinery,Technology,Semiconductor Equipment & Materials,Massachusetts U.S.A
HEM,Hemosense Inc,Manufacturing,Surgical & Medical Instruments & Apparatus,Medical Equipment,Healthcare,Medical Devices,California U.S.A
HEMT,Hf Bancorp Inc,Finance Insurance And Real Estate,Savings Institution Federally Chartered,Banking,Financial Services,Banks - Regional - US,California U.S.A
HENC,Holloman Energy Corp,Mining,Crude Petroleum & Natural Gas,Petroleum and Natural Gas,Energy,Oil & Gas E&P,Texas U.S.A
HENL,Henley Healthcare Inc,Manufacturing,Surgical & Medical Instruments & Apparatus,Medical Equipment,Healthcare,Medical Devices,Texas U.S.A
HEOP,Heritage Oaks Bancorp,Finance Insurance And Real Estate,State Commercial Banks,Banking,Financial Services,Banks - Regional - US,California U.S.A
HEP,Holly Energy Partners Lp,Transportation Communications Electric Gas And Sanitary Service,Pipe Lines (No Natural Gas),Transportation,Energy,Oil & Gas Midstream,Texas U.S.A
HEP1,Hallwood Energy Partners Lp,Mining,Crude Petroleum & Natural Gas,Petroleum and Natural Gas,Energy,Oil & Gas E&P,Colorado U.S.A
HERBA,Herbalife International Inc,Wholesale Trade,Wholesale-Drugs Proprietaries & Druggists' Sundries,Wholesale,Healthcare,Medical Distribution,California U.S.A
HEROQ,Hercules Offshore Inc,Mining,Drilling Oil & Gas Wells,Petroleum and Natural Gas,Energy,Oil & Gas Drilling,Texas U.S.A
HES,Hess Corp,Manufacturing,Petroleum Refining,Petroleum and Natural Gas,Energy,Oil & Gas E&P,New York U.S.A
HESM,Hess Midstream Partners LP,Mining,Crude Petroleum & Natural Gas,Petroleum and Natural Gas,Energy,Oil & Gas Midstream,Texas U.S.A
HET,Harrahs Entertainment Inc,Services,Hotels & Motels,Restaraunts Hotels Motels,Consumer Cyclical,Resorts & Casinos,Nevada U.S.A
HETC,Healthetech Inc,Manufacturing,Surgical & Medical Instruments & Apparatus,Medical Equipment,Healthcare,Medical Devices,Colorado U.S.A
HEVVQ,Ener1 Inc,Manufacturing,Miscellaneous Electrical Machinery Equipment & Supplies,Electrical Equipment,Technology,Electronic Components,New York U.S.A
HEW,Hewitt Associates Inc,Services,Services-Management Consulting Services,Business Services,Industrials,Business Services,Illinois U.S.A
HEWA,HealthWarehousecom Inc,Retail Trade,Retail-Drug Stores And Proprietary Stores,Retail,Consumer Defensive,Pharmaceutical Retailers,Kentucky U.S.A
HF,HFF Inc,Finance Insurance And Real Estate,Lessors Of Real Property Nec,Real Estate,Real Estate,Real Estate Services,Pennsylvania U.S.A
HFA,Heller Financial Inc,Finance Insurance And Real Estate,Short-Term Business Credit Institutions,Banking,Financial Services,Asset Management,Illinois U.S.A
HFBC,Hopfed Bancorp Inc,Finance Insurance And Real Estate,State Commercial Banks,Banking,Financial Services,Savings & Cooperative Banks,Kentucky U.S.A
HFBL,Home Federal Bancorp Inc of Louisiana,Finance Insurance And Real Estate,Savings Institution Federally Chartered,Banking,Financial Services,Savings & Cooperative Banks,Louisiana U.S.A
HFC,HollyFrontier Corp,Manufacturing,Petroleum Refining,Petroleum and Natural Gas,Energy,Oil & Gas Refining & Marketing,Texas U.S.A
HFDA,Host Funding Inc,Finance Insurance And Real Estate,Real Estate Investment Trusts,Trading,Real Estate,REIT - Diversified,California U.S.A
HFFC,Hf Financial Corp,Finance Insurance And Real Estate,Savings Institution Federally Chartered,Banking,Financial Services,Banks - Regional - US,South Dakota U.S.A
HFFG,HF Foods Group Inc,Wholesale Trade,Wholesale-Groceries & Related Products,Wholesale,Consumer Defensive,Food Distribution,New York U.S.A
HFGI,Harrington Financial Group Inc,Finance Insurance And Real Estate,Savings Institution Federally Chartered,Banking,Financial Services,Banks - Regional - US,Indiana U.S.A
HFNC,Hfnc Financial Corp,Finance Insurance And Real Estate,Savings Institution Federally Chartered,Banking,Financial Services,Banks - Regional - US,North Carolina U.S.A
HFSA,Hardin Bancorp Inc,Finance Insurance And Real Estate,Savings Institution Federally Chartered,Banking,Financial Services,Banks - Regional - US,Missouri U.S.A
HFWA,Heritage Financial Corp,Finance Insurance And Real Estate,Savings Institutions Not Federally Chartered,Banking,Financial Services,Banks - Regional - US,Washington U.S.A
HGC,Hudson General Corp,Transportation Communications Electric Gas And Sanitary Service,Airports Flying Fields & Airport Terminal Services,Transportation,Industrials,Airports & Air Services,New York U.S.A
HGEN,Humanigen Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,California U.S.A
HGFN,Homegold Financial Inc,Finance Insurance And Real Estate,Personal Credit Institutions,Banking,Financial Services,Credit Services,South Carolina U.S.A
HGG,hhgregg Inc,Retail Trade,Retail-Radio Tv & Consumer Electronics Stores,Retail,Consumer Cyclical,Specialty Retail,Indiana U.S.A
HGGR,Haggar Corp,Manufacturing,Men'S & Boys' Furnishgs Work Clothg & Allied Garments,Apparel,Consumer Cyclical,Apparel Manufacturing,Texas U.S.A
HGIC,Harleysville Group Inc,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,Insurance,Financial Services,Insurance - Property & Casualty,Pennsylvania U.S.A
HGLD,Hunt Mining Corp,Mining,Gold And Silver Ores,Precious Metals,Basic Materials,Gold,Washington U.S.A
HGMG,Hastings Manufacturing Co,Manufacturing,Motor Vehicle Parts & Accessories,Automobiles and Trucks,Consumer Cyclical,Auto Parts,Michigan U.S.A
HGRD,Health Grades Inc,Services,Services-Business Services Nec,Business Services,Industrials,Business Services,Colorado U.S.A
HGSH,China Hgs Real Estate Inc,Finance Insurance And Real Estate,Real Estate,Real Estate,Real Estate,Real Estate - General,China
HGSI,Human Genome Sciences Inc,Manufacturing,Biological Products (No Disgnostic Substances),Pharmaceutical Products,Healthcare,Biotechnology,Maryland U.S.A
HGV,Hilton Grand Vacations Inc,Services,Hotels Rooming Houses Camps & Other Lodging Places,Restaraunts Hotels Motels,Consumer Cyclical,Resorts & Casinos,Florida U.S.A
HHBT,Hh Biotechnology Holdings Co,Finance Insurance And Real Estate,Real Estate,Real Estate,Real Estate,Real Estate Services,China
HHC,Howard Hughes Corp,Finance Insurance And Real Estate,Real Estate Investment Trusts,Trading,Real Estate,Real Estate - General,Texas U.S.A
HHCA,Home Health Corp Of America Inc,Services,Services-Home Health Care Services,Healthcare,Healthcare,Medical Care,Pennsylvania U.S.A
HHFC,Harvest Home Financial Corp,Finance Insurance And Real Estate,Savings Institutions Not Federally Chartered,Banking,Financial Services,Savings & Cooperative Banks,Ohio U.S.A
HHHH,Wealthbridge Acquisition Ltd,Finance Insurance And Real Estate,Blank Checks,Trading,Industrials,Conglomerates,China
HHNT,Headhunter Net Inc,Services,Services-Advertising,Business Services,Consumer Cyclical,Marketing Services,Georgia U.S.A
HHS,Harte Hanks Inc,Services,Services-Direct Mail Advertising Services,Business Services,Consumer Cyclical,Marketing Services,Texas U.S.A
HI,Hillenbrand Inc,Manufacturing,Miscellaneous Manufacturing Industries,,Industrials,Diversified Industrials,Indiana U.S.A
HI1,Household International Inc,Finance Insurance And Real Estate,Personal Credit Institutions,Banking,Financial Services,Credit Services,Illinois U.S.A
HIA2,Highlands Acquisition Corp,Finance Insurance And Real Estate,Blank Checks,Trading,Industrials,Conglomerates,New Jersey U.S.A
HIB,Capital One National Association,Finance Insurance And Real Estate,National Commercial Banks,Banking,Financial Services,Banks - Regional - US,New York U.S.A
HIBB,Hibbett Sports Inc,Retail Trade,Retail-Miscellaneous Shopping Goods Stores,Retail,Consumer Cyclical,Specialty Retail,Alabama U.S.A
HIC,Highlands Insurance Group Inc,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,Insurance,Financial Services,Insurance - Property & Casualty,New Jersey U.S.A
HIFN,Hi Fn Inc,Manufacturing,Semiconductors & Related Devices,Electronic Equipment,Technology,Semiconductors,California U.S.A
HIFR,InfraREIT Inc,Finance Insurance And Real Estate,Real Estate Investment Trusts,Trading,Real Estate,REIT - Diversified,Texas U.S.A
